Record_ID,Place,Zone,Police_Station,Crime_Type,Severity,Victim_Gender,Victim_Age_Group,Time_of_Crime,Day_of_Week,Month,Year,Weapon_Used,Number_of_Accused,Reported_Within_24h,Case_Status,Additional_Details,Data_Source
NGP-SYN-0852,Beltarodi,Zone IV,Beltarodi,Burglary,Medium,Female,18-25,Afternoon (11 AM-3 PM),Friday,October,2023,None/Physical Force,1,No,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0853,Wadi,Zone I,Wadi,Domestic Violence / Cruelty by Relatives,Medium,Female,46-60,Late Night (11 PM-4 AM),Sunday,August,2025,None/Physical Force,Unknown,Yes,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0854,Wadi,Zone I,Wadi,Theft,Low,Not Specified,26-35,Night (7-11 PM),Wednesday,February,2026,None,Unknown,No,Chargesheet Filed,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0855,Manish Nagar,Zone IV,Manish Nagar,Mobile Phone Snatching,Low,Not Specified,60+,Evening (3-7 PM),Friday,May,2023,None,1,Yes,Chargesheet Filed,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0856,Trimurti Nagar,Zone I,Trimurti Nagar,Kidnapping,High,Male,26-35,Evening (3-7 PM),Wednesday,January,2026,Vehicle,1,No,Under Trial,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0857,Mominpura,Zone III,Mominpura,House Break-in,Medium,Male,26-35,Night (7-11 PM),Thursday,October,2023,None/Physical Force,Unknown,No,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0858,Pardi,Zone V,Pardi,Rape,High,Female,46-60,Night (7-11 PM),Wednesday,August,2023,Knife/Sharp Weapon,2,Yes,Case Closed - Convicted,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0859,Hudkeshwar,Zone IV,Hudkeshwar,Cyber Fraud,Medium,Male,60+,Late Night (11 PM-4 AM),Tuesday,February,2024,Knife/Sharp Weapon,2,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0860,Gandhinagar,Other,Gandhinagar,Fraud,Medium,Female,26-35,Early Morning (4-7 AM),Wednesday,May,2024,None/Physical Force,Unknown,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0861,Jaripatka,Zone V,Jaripatka,Cattle Theft,Low,Male,18-25,Late Night (11 PM-4 AM),Monday,July,2025,None,1,Yes,Under Trial,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0862,Kalyan Nagar,Zone I,Kalyan Nagar,Cyber Fraud,Medium,Male,18-25,Morning (7-11 AM),Friday,August,2025,Knife/Sharp Weapon,1,Yes,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0863,Tehsil,Zone VI (Gandhibagh),Tehsil,Cyber Fraud,Medium,Male,18-25,Afternoon (11 AM-3 PM),Thursday,September,2023,None/Physical Force,1,Yes,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0864,Beltarodi,Zone IV,Beltarodi,Eve Teasing / Harassment,Low,Not Specified,60+,Early Morning (4-7 AM),Sunday,September,2023,None,1,Yes,Case Closed - Acquitted,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0865,Sitabuldi,Zone III,Sitabuldi,Illegal Weapons Possession,Medium,Male,18-25,Morning (7-11 AM),Wednesday,July,2024,None,1,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0866,Gokulpeth,Other,Gokulpeth,Cyber Fraud,Medium,Male,Under 18,Afternoon (11 AM-3 PM),Monday,March,2023,Knife/Sharp Weapon,Unknown,Yes,Case Closed - Acquitted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0867,Friends Colony,Zone IV,Friends Colony,Robbery,High,Male,36-45,Morning (7-11 AM),Sunday,October,2026,Vehicle,1,Yes,Case Closed - Convicted,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0868,Godhni,Zone V,Godhni,Motor Vehicle Theft,Medium,Female,26-35,Evening (3-7 PM),Monday,September,2026,Knife/Sharp Weapon,1,Yes,Chargesheet Filed,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0869,Seminary Hills,Other,Seminary Hills,Cybercrime (OTP/Loan App Fraud),Medium,Male,36-45,Evening (3-7 PM),Saturday,March,2024,Blunt Object,1,No,Case Closed - Convicted,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0870,Vayusena Nagar,Other,Vayusena Nagar,Theft,Low,Not Specified,18-25,Night (7-11 PM),Thursday,March,2023,None,1,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0871,Pardi,Zone V,Pardi,Robbery,High,Male,26-35,Early Morning (4-7 AM),Wednesday,May,2024,Blunt Object,2,Yes,Under Trial,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0872,Gandhibagh,Zone III,Gandhibagh,Robbery,High,Female,36-45,Afternoon (11 AM-3 PM),Tuesday,July,2026,Firearm,1,Yes,Chargesheet Filed,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0873,Sadar,Zone II,Sadar,Fraud,Medium,Female,26-35,Afternoon (11 AM-3 PM),Friday,March,2023,None,1,Yes,Chargesheet Filed,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0874,Khaparkheda,Other,Khaparkheda,Fraud,Medium,Male,26-35,Evening (3-7 PM),Sunday,March,2024,None,1,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0875,Chaoni,Other,Chaoni,Cyber Fraud,Medium,Male,18-25,Night (7-11 PM),Tuesday,September,2024,None/Physical Force,Unknown,Yes,Case Pending,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0876,Kapil Nagar,Zone V,Kapil Nagar,Motor Vehicle Theft,Medium,Not Specified,46-60,Night (7-11 PM),Friday,May,2024,None,Unknown,No,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0877,Byramji Town,Other,Byramji Town,Mobile Phone Snatching,Low,Male,46-60,Morning (7-11 AM),Sunday,November,2025,None,2,Yes,Case Closed - Convicted,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0878,Bajeria,Zone III,Bajeria,House Break-in,Medium,Female,18-25,Late Night (11 PM-4 AM),Tuesday,February,2026,Blunt Object,1,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0879,MIDC,Zone I,MIDC,Human Trafficking,High,Female,36-45,Late Night (11 PM-4 AM),Saturday,November,2024,Firearm,2,Yes,Case Closed - Convicted,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0880,Itwari,Zone III,Itwari,Fraud,Medium,Male,26-35,Early Morning (4-7 AM),Saturday,August,2026,Knife/Sharp Weapon,Unknown,No,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0881,Suyog Nagar,Other,Suyog Nagar,Theft,Low,Not Specified,18-25,Night (7-11 PM),Thursday,April,2024,None,3,Yes,Under Trial,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0882,Gaddi Godam,Zone III,Gaddi Godam,Assault,Medium,Male,26-35,Late Night (11 PM-4 AM),Saturday,August,2025,None/Physical Force,2,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0883,Bajeria,Zone III,Bajeria,Fraud,Medium,Male,26-35,Late Night (11 PM-4 AM),Thursday,September,2025,None/Physical Force,3,No,Case Pending,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0884,Bajaj Nagar,Zone I,Bajaj Nagar,Mobile Phone Snatching,Low,Female,46-60,Night (7-11 PM),Friday,January,2024,None,1,No,Chargesheet Filed,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0885,Gaddi Godam,Zone III,Gaddi Godam,Theft,Low,Not Specified,18-25,Morning (7-11 AM),Monday,October,2026,None,1,Yes,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0886,Suyog Nagar,Other,Suyog Nagar,Theft,Low,Male,46-60,Night (7-11 PM),Friday,July,2024,None,1,Yes,Case Closed - Convicted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0887,Sadar,Zone II,Sadar,Chain Snatching,Medium,Male,26-35,Evening (3-7 PM),Saturday,July,2024,None,1,Yes,Chargesheet Filed,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0888,Dharampeth,Zone II,Dharampeth,Mobile Phone Snatching,Low,Female,26-35,Afternoon (11 AM-3 PM),Wednesday,September,2025,None,3,Yes,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0889,Friends Colony,Zone IV,Friends Colony,Motor Vehicle Theft,Medium,Male,46-60,Evening (3-7 PM),Thursday,July,2023,Knife/Sharp Weapon,2,Yes,Under Trial,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0890,Tehsil,Zone VI (Gandhibagh),Tehsil,Fraud,Medium,Female,26-35,Evening (3-7 PM),Friday,May,2025,None,2,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0891,Manish Nagar,Zone IV,Manish Nagar,Cyber Fraud,Medium,Not Specified,60+,Evening (3-7 PM),Friday,December,2025,Blunt Object,2,Yes,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0892,Sonegaon,Zone I,Sonegaon,Mobile Phone Snatching,Low,Male,26-35,Afternoon (11 AM-3 PM),Friday,November,2025,None,Unknown,No,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0893,Mangalwari,Zone III,Mangalwari,Illegal Weapons Possession,Medium,Male,Under 18,Evening (3-7 PM),Monday,September,2024,Blunt Object,2,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0894,Seminary Hills,Other,Seminary Hills,Cyber Fraud,Medium,Male,26-35,Night (7-11 PM),Wednesday,June,2026,None,1,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0895,Wardhaman Nagar,Zone IV,Wardhaman Nagar,Attempted Murder,High,Not Specified,46-60,Early Morning (4-7 AM),Sunday,October,2026,Vehicle,4,Yes,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0896,Wadi,Zone I,Wadi,Assault,Medium,Female,18-25,Night (7-11 PM),Wednesday,June,2026,None/Physical Force,3,Yes,Under Trial,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0897,Manish Nagar,Zone IV,Manish Nagar,Theft,Low,Male,26-35,Late Night (11 PM-4 AM),Thursday,September,2024,None,1,No,FIR Registered - Under Investigation,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0898,Ramdaspeth,Zone II,Ramdaspeth,Extortion,Medium,Male,46-60,Evening (3-7 PM),Saturday,January,2025,None,3,No,Chargesheet Filed,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0899,Kalyan Nagar,Zone I,Kalyan Nagar,Motor Vehicle Theft,Medium,Male,18-25,Afternoon (11 AM-3 PM),Wednesday,October,2024,Blunt Object,3,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0900,Shraddhanand Peth,Zone II,Shraddhanand Peth,Burglary,Medium,Female,36-45,Morning (7-11 AM),Friday,July,2026,None/Physical Force,1,Yes,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0901,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Burglary,Medium,Male,60+,Late Night (11 PM-4 AM),Wednesday,September,2024,None,Unknown,Yes,Under Trial,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0902,Beltarodi,Zone IV,Beltarodi,Cyber Fraud,Medium,Male,18-25,Night (7-11 PM),Saturday,August,2024,None/Physical Force,1,No,Chargesheet Filed,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0903,Wardhaman Nagar,Zone IV,Wardhaman Nagar,Mobile Phone Snatching,Low,Male,46-60,Early Morning (4-7 AM),Friday,October,2026,None,1,Yes,Chargesheet Filed,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0904,Tehsil,Zone VI (Gandhibagh),Tehsil,Cyber Fraud,Medium,Not Specified,18-25,Night (7-11 PM),Sunday,January,2026,None,2,Yes,FIR Registered - Under Investigation,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0905,Ravi Nagar,Zone II,Ravi Nagar,Burglary,Medium,Male,36-45,Night (7-11 PM),Monday,July,2023,Knife/Sharp Weapon,2,Yes,Under Trial,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0906,Sakkardara,Zone VI (Gandhibagh),Sakkardara,Grievous Hurt,High,Male,26-35,Morning (7-11 AM),Tuesday,December,2023,None/Physical Force,1,No,Under Trial,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
